dataset,phylo_prec,phylo_rec,phylo_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SIR003_sl1000_mr025_nv10_16,1,0.294,0.455,1,0.294,0.455,1,0.294,0.455
SIR003_sl1000_mr025_nv10_17,0.875,0.304,0.452,1,0.217,0.357,0.9,0.391,0.545
SIR003_sl1000_mr025_nv10_18,0,0,0,0,0,0,1,0.8,0.889
SIR003_sl1000_mr025_nv10_19,1,0.208,0.345,1,0.333,0.5,0.9,0.375,0.529
SIR003_sl1000_mr025_nv10_2,1,0.211,0.348,1,0.158,0.273,1,0.263,0.417
SIR003_sl1000_mr025_nv10_20,1,0.111,0.2,0.5,0.111,0.182,0.5,0.111,0.182
SIR003_sl1000_mr025_nv10_3,1,0.346,0.514,1,0.308,0.471,1,0.346,0.514
SIR003_sl1000_mr025_nv10_4,1,0.161,0.278,1,0.161,0.278,0.778,0.226,0.35
SIR003_sl1000_mr025_nv10_5,0,0,0,0,0,0,0,0,0
SIR003_sl1000_mr025_nv10_6,1,0.13,0.231,1,0.304,0.467,1,0.348,0.516
SIR003_sl1000_mr025_nv10_7,1,0.125,0.222,1,0.188,0.316,1,0.25,0.4
SIR003_sl1000_mr025_nv10_8,1,0.333,0.5,1,0.267,0.421,1,0.333,0.5
SIR003_sl1000_mr025_nv10_9,1,0.179,0.303,1,0.179,0.303,1,0.214,0.353
SIR003_sl1000_mr05_nv10_1,1,0.176,0.3,1,0.235,0.381,1,0.294,0.455
SIR003_sl1000_mr05_nv10_10,1,0.231,0.375,1,0.154,0.267,1,0.308,0.471
SIR003_sl1000_mr05_nv10_11,0.875,0.2,0.326,1,0.171,0.293,0.9,0.257,0.4
SIR003_sl1000_mr05_nv10_12,0.867,0.236,0.371,1,0.182,0.308,0.895,0.309,0.459
SIR003_sl1000_mr05_nv10_13,1,0.304,0.466,1,0.25,0.4,1,0.411,0.582
SIR003_sl1000_mr05_nv10_14,1,0.1,0.182,1,0.1,0.182,1,0.1,0.182
SIR003_sl1000_mr05_nv10_15,0.5,0.077,0.133,1,0.077,0.143,0.667,0.154,0.25
SIR003_sl1000_mr05_nv10_16,1,0.04,0.077,1,0.04,0.077,1,0.12,0.214
SIR003_sl1000_mr05_nv10_17,0.75,0.214,0.333,1,0.143,0.25,0.75,0.214,0.333
SIR003_sl1000_mr05_nv10_18,1,0.261,0.414,1,0.304,0.467,1,0.304,0.467
SIR003_sl1000_mr05_nv10_19,1,0.189,0.318,1,0.162,0.279,1,0.297,0.458
SIR003_sl1000_mr05_nv10_2,0.75,0.2,0.316,1,0.133,0.235,0.8,0.267,0.4
SIR003_sl1000_mr05_nv10_20,1,0.111,0.2,1,0.111,0.2,1,0.111,0.2
SIR003_sl1000_mr05_nv10_3,1,0.2,0.333,1,0.1,0.182,1,0.2,0.333
SIR003_sl1000_mr05_nv10_4,1,0.154,0.267,1,0.231,0.375,1,0.231,0.375
SIR003_sl1000_mr05_nv10_5,0.875,0.152,0.259,1,0.065,0.122,0.889,0.174,0.291
SIR003_sl1000_mr05_nv10_6,1,0.143,0.25,1,0.048,0.091,1,0.286,0.444
SIR003_sl1000_mr05_nv10_7,0.923,0.522,0.667,1,0.391,0.562,0.917,0.478,0.629
SIR003_sl1000_mr05_nv10_8,0.938,0.326,0.484,1,0.217,0.357,1,0.457,0.627
SIR003_sl1000_mr05_nv10_9,1,0.167,0.286,1,0.233,0.378,1,0.233,0.378
SIR003_sl1000_mr05_nv20_1,1,0.171,0.293,1,0.314,0.478,1,0.343,0.511
SIR003_sl1000_mr05_nv20_10,1,0.308,0.471,1,0.404,0.575,1,0.519,0.684
SIR003_sl1000_mr05_nv20_11,1,0.2,0.333,1,0.2,0.333,1,0.2,0.333
SIR003_sl1000_mr05_nv20_12,1,0.309,0.472,1,0.291,0.451,1,0.4,0.571
SIR003_sl1000_mr05_nv20_13,1,0.296,0.457,1,0.278,0.435,0.947,0.333,0.493
SIR003_sl1000_mr05_nv20_14,1,0.2,0.333,1,0.4,0.571,1,0.4,0.571
SIR003_sl1000_mr05_nv20_15,1,0.211,0.348,1,0.316,0.48,1,0.316,0.48
SIR003_sl1000_mr05_nv20_16,0.929,0.302,0.456,1,0.372,0.542,0.952,0.465,0.625
SIR003_sl1000_mr05_nv20_17,1,0.22,0.361,0.938,0.3,0.455,0.947,0.36,0.522
SIR003_sl1000_mr05_nv20_18,1,0.105,0.19,1,0.184,0.311,0.917,0.289,0.44
SIR003_sl1000_mr05_nv20_19,0.818,0.243,0.375,1,0.351,0.52,0.889,0.432,0.582
SIR003_sl1000_mr05_nv20_2,1,0.204,0.339,1,0.204,0.339,0.947,0.367,0.529
SIR003_sl1000_mr05_nv20_20,0.667,0.286,0.4,1,0.286,0.444,0.667,0.286,0.4
SIR003_sl1000_mr05_nv20_3,0,0,0,0,0,0,1,0.077,0.143
SIR003_sl1000_mr05_nv20_4,0.857,0.188,0.308,1,0.156,0.27,0.9,0.281,0.429
SIR003_sl1000_mr05_nv20_5,1,0.208,0.345,1,0.25,0.4,1,0.333,0.5
SIR003_sl1000_mr05_nv20_6,1,0.214,0.353,1,0.071,0.133,1,0.571,0.727
SIR003_sl1000_mr05_nv20_7,1,0.083,0.154,1,0.167,0.286,1,0.333,0.5
SIR003_sl1000_mr05_nv20_8,0.833,0.185,0.303,1,0.185,0.312,0.75,0.222,0.343
SIR003_sl1000_mr05_nv20_9,1,0.175,0.298,1,0.175,0.298,0.9,0.225,0.36
SIR003_sl1000_mr05_nv5_1,0.857,0.171,0.286,0,0,0,0.857,0.171,0.286
SIR003_sl1000_mr05_nv5_10,1,0.317,0.481,1,0.22,0.36,1,0.39,0.561
SIR003_sl1000_mr05_nv5_11,1,0.097,0.176,1,0.113,0.203,1,0.129,0.229
SIR003_sl1000_mr05_nv5_12,1,0.333,0.5,1,0.333,0.5,1,0.333,0.5
SIR003_sl1000_mr05_nv5_13,1,0.091,0.167,0,0,0,0.5,0.091,0.154
SIR003_sl1000_mr05_nv5_14,1,0.103,0.188,1,0.103,0.188,1,0.103,0.188
SIR003_sl1000_mr05_nv5_15,1,0.242,0.39,1,0.226,0.368,1,0.29,0.45
SIR003_sl1000_mr05_nv5_16,0,0,0,0,0,0,0,0,0
SIR003_sl1000_mr05_nv5_17,0.9,0.188,0.31,1,0.125,0.222,0.818,0.188,0.305
SIR003_sl1000_mr05_nv5_18,1,0.125,0.222,1,0.062,0.118,1,0.125,0.222
SIR003_sl1000_mr05_nv5_19,1,0.118,0.211,1,0.147,0.256,1,0.147,0.256
SIR003_sl1000_mr05_nv5_2,0.667,0.167,0.267,0.5,0.083,0.143,0.571,0.333,0.421
SIR003_sl1000_mr05_nv5_20,1,0.154,0.267,1,0.154,0.267,1,0.154,0.267
SIR003_sl1000_mr05_nv5_3,0,0,0,0,0,0,0,0,0
SIR003_sl1000_mr05_nv5_4,1,0.071,0.133,0,0,0,1,0.286,0.444
SIR003_sl1000_mr05_nv5_5,1,0.091,0.167,1,0.182,0.308,1,0.182,0.308
SIR003_sl1000_mr05_nv5_6,0,0,0,1,0.091,0.167,1,0.091,0.167
SIR003_sl1000_mr05_nv5_7,1,0.149,0.259,1,0.135,0.238,1,0.176,0.299
SIR003_sl1000_mr05_nv5_8,1,0.08,0.148,1,0.04,0.077,1,0.08,0.148
SIR003_sl1000_mr05_nv5_9,1,0.125,0.222,1,0.125,0.222,1,0.167,0.286
SIR003_sl1000_mr1_nv10_1,1,0.353,0.522,1,0.118,0.211,1,0.412,0.583
SIR003_sl1000_mr1_nv10_10,0.667,0.182,0.286,1,0.091,0.167,0.75,0.273,0.4
SIR003_sl1000_mr1_nv10_11,1,0.1,0.182,0,0,0,1,0.2,0.333
SIR003_sl1000_mr1_nv10_12,1,0.148,0.258,1,0.111,0.2,1,0.185,0.312
SIR003_sl1000_mr1_nv10_13,0,0,0,0,0,0,0,0,0
SIR003_sl1000_mr1_nv10_14,1,0.278,0.435,1,0.194,0.326,0.933,0.389,0.549
SIR003_sl1000_mr1_nv10_15,0.5,0.091,0.154,1,0.182,0.308,0.667,0.182,0.286
SIR003_sl1000_mr1_nv10_16,1,0.25,0.4,1,0.3,0.462,1,0.35,0.519
SIR003_sl1000_mr1_nv10_17,1,0.375,0.545,1,0.438,0.609,1,0.5,0.667
SIR003_sl1000_mr1_nv10_18,1,0.242,0.39,1,0.182,0.308,1,0.303,0.465
SIR003_sl1000_mr1_nv10_19,0.941,0.25,0.395,1,0.188,0.316,0.947,0.281,0.434
SIR003_sl1000_mr1_nv10_2,0.923,0.19,0.316,1,0.222,0.364,0.9,0.286,0.434
SIR003_sl1000_mr1_nv10_20,1,0.29,0.449,1,0.261,0.414,1,0.362,0.532
SIR003_sl1000_mr1_nv10_3,1,0.13,0.231,1,0.174,0.296,1,0.304,0.467
SIR003_sl1000_mr1_nv10_4,1,0.172,0.294,1,0.172,0.294,1,0.379,0.55
SIR003_sl1000_mr1_nv10_5,1,0.222,0.364,1,0.222,0.364,1,0.222,0.364
SIR003_sl1000_mr1_nv10_6,1,0.267,0.421,1,0.267,0.421,0.909,0.333,0.488
SIR003_sl1000_mr1_nv10_7,1,0.25,0.4,1,0.25,0.4,1,0.375,0.545
SIR003_sl1000_mr1_nv10_8,1,0.229,0.372,1,0.257,0.409,1,0.371,0.542
SIR003_sl1000_mr1_nv10_9,1,0.111,0.2,1,0.111,0.2,1,0.111,0.2
SIR003_sl250_mr05_nv10_1,1,0.031,0.061,1,0.062,0.118,1,0.062,0.118
SIR003_sl250_mr05_nv10_10,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_11,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_12,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_13,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_14,0,0,0,1,0.125,0.222,1,0.125,0.222
SIR003_sl250_mr05_nv10_15,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_16,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_17,0,0,0,1,0.044,0.085,1,0.067,0.125
SIR003_sl250_mr05_nv10_18,0,0,0,1,0.037,0.071,1,0.037,0.071
SIR003_sl250_mr05_nv10_19,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_2,1,0.071,0.133,1,0.143,0.25,1,0.143,0.25
SIR003_sl250_mr05_nv10_20,1,0.024,0.048,1,0.049,0.093,1,0.073,0.136
SIR003_sl250_mr05_nv10_3,1,0.045,0.087,0,0,0,1,0.045,0.087
SIR003_sl250_mr05_nv10_4,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_5,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_6,1,0.03,0.059,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_7,0,0,0,0,0,0,0,0,0
SIR003_sl250_mr05_nv10_8,1,0.059,0.111,1,0.118,0.211,1,0.118,0.211
SIR003_sl250_mr05_nv10_9,0,0,0,0,0,0,1,0.111,0.2
SIR003_sl500_mr05_nv10_1,0,0,0,1,0.143,0.25,1,0.143,0.25
SIR003_sl500_mr05_nv10_10,1,0.051,0.098,1,0.051,0.098,1,0.077,0.143
SIR003_sl500_mr05_nv10_11,0,0,0,0,0,0,0,0,0
SIR003_sl500_mr05_nv10_12,1,0.115,0.207,1,0.154,0.267,1,0.154,0.267
SIR003_sl500_mr05_nv10_13,1,0.062,0.118,1,0.083,0.154,0.875,0.146,0.25
SIR003_sl500_mr05_nv10_14,1,0.061,0.114,1,0.03,0.059,1,0.091,0.167
SIR003_sl500_mr05_nv10_15,1,0.053,0.1,1,0.053,0.1,1,0.053,0.1
SIR003_sl500_mr05_nv10_16,1,0.083,0.154,1,0.167,0.286,1,0.25,0.4
SIR003_sl500_mr05_nv10_17,0,0,0,1,0.1,0.182,1,0.1,0.182
SIR003_sl500_mr05_nv10_18,0,0,0,0,0,0,0,0,0
SIR003_sl500_mr05_nv10_19,1,0.117,0.209,1,0.067,0.125,1,0.167,0.286
SIR003_sl500_mr05_nv10_2,1,0.147,0.256,1,0.118,0.211,1,0.265,0.419
SIR003_sl500_mr05_nv10_20,1,0.125,0.222,1,0.125,0.222,1,0.125,0.222
SIR003_sl500_mr05_nv10_3,1,0.103,0.188,1,0.172,0.294,1,0.207,0.343
SIR003_sl500_mr05_nv10_4,1,0.154,0.267,1,0.115,0.207,1,0.269,0.424
SIR003_sl500_mr05_nv10_5,1,0.1,0.182,1,0.2,0.333,1,0.2,0.333
SIR003_sl500_mr05_nv10_6,0,0,0,0,0,0,0,0,0
SIR003_sl500_mr05_nv10_7,0,0,0,0,0,0,0,0,0
SIR003_sl500_mr05_nv10_8,0,0,0,0,0,0,0,0,0
SIR003_sl500_mr05_nv10_9,1,0.143,0.25,1,0.143,0.25,1,0.143,0.25
SIR01_sl1000_mr075_nv10_1,1,0.035,0.068,1,0.07,0.131,1,0.123,0.219
SIR01_sl1000_mr075_nv10_10,1,0.125,0.222,1,0.25,0.4,1,0.25,0.4
SIR01_sl1000_mr075_nv10_11,1,0.143,0.25,1,0.286,0.444,1,0.286,0.444
SIR01_sl1000_mr075_nv10_12,1,0.233,0.378,1,0.267,0.421,1,0.3,0.462
SIR01_sl1000_mr075_nv10_13,1,0.143,0.25,1,0.071,0.133,1,0.071,0.133
SIR01_sl1000_mr075_nv10_14,1,0.429,0.6,1,0.429,0.6,1,0.429,0.6
SIR01_sl1000_mr075_nv10_15,1,0.333,0.5,1,0.333,0.5,1,0.5,0.667
SIR01_sl1000_mr075_nv10_16,1,0.333,0.5,1,0.111,0.2,1,0.389,0.56
SIR01_sl1000_mr075_nv10_17,1,0.338,0.505,1,0.268,0.422,0.962,0.352,0.515
SIR01_sl1000_mr075_nv10_18,1,0.182,0.308,1,0.182,0.308,1,0.182,0.308
SIR01_sl1000_mr075_nv10_19,0.5,0.182,0.267,1,0.182,0.308,0.5,0.182,0.267
SIR01_sl1000_mr075_nv10_2,1,0.182,0.308,1,0.273,0.429,1,0.364,0.533
SIR01_sl1000_mr075_nv10_20,1,0.267,0.421,1,0.267,0.421,1,0.333,0.5
SIR01_sl1000_mr075_nv10_3,0.75,0.273,0.4,1,0.273,0.429,0.75,0.273,0.4
SIR01_sl1000_mr075_nv10_4,1,0.316,0.48,1,0.316,0.48,1,0.395,0.566
SIR01_sl1000_mr075_nv10_5,1,0.188,0.316,1,0.203,0.338,1,0.312,0.476
SIR01_sl1000_mr075_nv10_6,0,0,0,0,0,0,0,0,0
SIR01_sl1000_mr075_nv10_7,1,0.208,0.345,1,0.208,0.345,1,0.333,0.5
SIR01_sl1000_mr075_nv10_8,1,0.312,0.476,1,0.25,0.4,1,0.312,0.476
SIR01_sl1000_mr075_nv10_9,1,0.185,0.312,1,0.148,0.258,1,0.222,0.364
SIR01_sl1000_mr15_nv10_1,1,0.206,0.342,1,0.206,0.342,1,0.254,0.405
SIR01_sl1000_mr15_nv10_10,1,0.219,0.359,1,0.156,0.27,0.889,0.25,0.39
SIR01_sl1000_mr15_nv10_11,0,0,0,1,0.167,0.286,1,0.333,0.5
SIR01_sl1000_mr15_nv10_12,0.75,0.125,0.214,1,0.083,0.154,0.75,0.125,0.214
SIR01_sl1000_mr15_nv10_13,1,0.059,0.111,1,0.118,0.211,1,0.118,0.211
SIR01_sl1000_mr15_nv10_14,0,0,0,1,0.375,0.545,1,0.375,0.545
SIR01_sl1000_mr15_nv10_15,0.8,0.105,0.186,1,0.053,0.1,0.667,0.105,0.182
SIR01_sl1000_mr15_nv10_16,0,0,0,1,0.286,0.444,1,0.429,0.6
SIR01_sl1000_mr15_nv10_17,1,0.25,0.4,1,0.1,0.182,1,0.25,0.4
SIR01_sl1000_mr15_nv10_18,1,0.174,0.296,1,0.188,0.317,1,0.304,0.467
SIR01_sl1000_mr15_nv10_19,1,0.111,0.2,1,0.111,0.2,1,0.111,0.2
SIR01_sl1000_mr15_nv10_2,1,0.154,0.267,1,0.077,0.143,1,0.231,0.375
SIR01_sl1000_mr15_nv10_20,1,0.222,0.364,1,0.222,0.364,1,0.333,0.5
SIR01_sl1000_mr15_nv10_3,1,0.22,0.361,1,0.237,0.384,1,0.305,0.468
SIR01_sl1000_mr15_nv10_4,0,0,0,1,0.125,0.222,1,0.125,0.222
SIR01_sl1000_mr15_nv10_5,1,0.2,0.333,1,0.4,0.571,1,0.4,0.571
SIR01_sl1000_mr15_nv10_6,1,0.143,0.25,1,0.143,0.25,1,0.143,0.25
SIR01_sl1000_mr15_nv10_7,1,0.18,0.305,1,0.26,0.413,1,0.32,0.485
SIR01_sl1000_mr15_nv10_8,1,0.2,0.333,1,0.3,0.462,1,0.3,0.462
SIR01_sl1000_mr15_nv10_9,1,0.143,0.25,0,0,0,0.75,0.143,0.24
SIR01_sl1000_mr15_nv20_1,1,0.188,0.316,1,0.156,0.27,1,0.281,0.439
SIR01_sl1000_mr15_nv20_10,1,0.077,0.143,1,0.231,0.375,1,0.231,0.375
SIR01_sl1000_mr15_nv20_11,1,0.203,0.338,1,0.254,0.405,1,0.271,0.427
SIR01_sl1000_mr15_nv20_12,1,0.067,0.125,1,0.067,0.125,1,0.133,0.235
SIR01_sl1000_mr15_nv20_13,1,0.167,0.286,1,0.167,0.286,1,0.167,0.286
SIR01_sl1000_mr15_nv20_14,0,0,0,0,0,0,0,0,0
SIR01_sl1000_mr15_nv20_15,1,0.143,0.25,1,0.071,0.133,1,0.214,0.353
SIR01_sl1000_mr15_nv20_16,1,0.095,0.174,1,0.143,0.25,1,0.143,0.25
SIR01_sl1000_mr15_nv20_17,1,0.286,0.444,1,0.214,0.353,1,0.286,0.444
SIR01_sl1000_mr15_nv20_18,1,0.2,0.333,1,0.367,0.537,1,0.367,0.537
SIR01_sl1000_mr15_nv20_19,1,0.333,0.5,1,0.294,0.455,1,0.431,0.603
SIR01_sl1000_mr15_nv20_2,1,0.3,0.462,1,0.3,0.462,1,0.3,0.462
SIR01_sl1000_mr15_nv20_20,1,0.214,0.353,1,0.357,0.526,1,0.5,0.667
SIR01_sl1000_mr15_nv20_3,1,0.2,0.333,1,0.4,0.571,1,0.4,0.571
SIR01_sl1000_mr15_nv20_4,1,0.29,0.449,1,0.188,0.317,1,0.42,0.592
SIR01_sl1000_mr15_nv20_5,1,0.4,0.571,1,0.2,0.333,0.857,0.6,0.706
SIR01_sl1000_mr15_nv20_6,1,0.25,0.4,1,0.375,0.545,1,0.375,0.545
SIR01_sl1000_mr15_nv20_7,1,0.179,0.303,1,0.286,0.444,1,0.286,0.444
SIR01_sl1000_mr15_nv20_8,1,0.333,0.5,1,0.375,0.545,1,0.396,0.567
SIR01_sl1000_mr15_nv20_9,1,0.308,0.471,1,0.346,0.514,0.917,0.423,0.579
SIR01_sl1000_mr15_nv5_1,1,0.036,0.069,0,0,0,1,0.036,0.069
SIR01_sl1000_mr15_nv5_10,1,0.273,0.429,1,0.273,0.429,1,0.273,0.429
SIR01_sl1000_mr15_nv5_11,0,0,0,0,0,0,1,0.111,0.2
SIR01_sl1000_mr15_nv5_12,1,0.087,0.16,1,0.13,0.231,0.8,0.174,0.286
SIR01_sl1000_mr15_nv5_13,1,0.062,0.118,1,0.125,0.222,1,0.125,0.222
SIR01_sl1000_mr15_nv5_14,0,0,0,1,0.091,0.167,1,0.091,0.167
SIR01_sl1000_mr15_nv5_15,0.8,0.178,0.291,1,0.067,0.125,0.833,0.222,0.351
SIR01_sl1000_mr15_nv5_16,0,0,0,0,0,0,0,0,0
SIR01_sl1000_mr15_nv5_17,0,0,0,0,0,0,0,0,0
SIR01_sl1000_mr15_nv5_18,1,0.222,0.364,1,0.222,0.364,1,0.222,0.364
SIR01_sl1000_mr15_nv5_19,0.889,0.381,0.533,1,0.286,0.444,1,0.333,0.5
SIR01_sl1000_mr15_nv5_2,0.909,0.286,0.435,1,0.143,0.25,0.909,0.286,0.435
SIR01_sl1000_mr15_nv5_20,1,0.118,0.211,1,0.118,0.211,1,0.118,0.211
SIR01_sl1000_mr15_nv5_3,0,0,0,1,0.111,0.2,1,0.111,0.2
SIR01_sl1000_mr15_nv5_4,1,0.12,0.214,1,0.16,0.276,1,0.16,0.276
SIR01_sl1000_mr15_nv5_5,0.6,0.273,0.375,1,0.273,0.429,0.667,0.364,0.471
SIR01_sl1000_mr15_nv5_6,1,0.13,0.231,1,0.13,0.231,1,0.13,0.231
SIR01_sl1000_mr15_nv5_7,0,0,0,0,0,0,0,0,0
SIR01_sl1000_mr15_nv5_8,1,0.125,0.222,1,0.125,0.222,1,0.125,0.222
SIR01_sl1000_mr15_nv5_9,1,0.064,0.12,1,0.064,0.12,1,0.085,0.157
SIR01_sl1000_mr3_nv10_1,1,0.1,0.182,1,0.1,0.182,1,0.167,0.286
SIR01_sl1000_mr3_nv10_10,1,0.111,0.2,1,0.111,0.2,1,0.222,0.364
SIR01_sl1000_mr3_nv10_11,1,0.281,0.438,1,0.123,0.219,1,0.316,0.48
SIR01_sl1000_mr3_nv10_12,1,0.206,0.341,1,0.265,0.419,0.909,0.294,0.444
SIR01_sl1000_mr3_nv10_13,1,0.222,0.364,1,0.194,0.326,1,0.25,0.4
SIR01_sl1000_mr3_nv10_14,1,0.143,0.25,1,0.036,0.069,1,0.143,0.25
SIR01_sl1000_mr3_nv10_15,1,0.111,0.2,1,0.111,0.2,1,0.111,0.2
SIR01_sl1000_mr3_nv10_16,1,0.188,0.316,1,0.25,0.4,0.9,0.281,0.429
SIR01_sl1000_mr3_nv10_17,1,0.1,0.182,1,0.2,0.333,1,0.2,0.333
SIR01_sl1000_mr3_nv10_18,1,0.125,0.222,1,0.208,0.345,1,0.25,0.4
SIR01_sl1000_mr3_nv10_19,1,0.067,0.125,1,0.067,0.125,1,0.1,0.182
SIR01_sl1000_mr3_nv10_2,0,0,0,1,0.111,0.2,1,0.444,0.615
SIR01_sl1000_mr3_nv10_20,0.5,0.083,0.143,1,0.25,0.4,0.8,0.333,0.471
SIR01_sl1000_mr3_nv10_3,1,0.3,0.462,1,0.25,0.4,1,0.35,0.519
SIR01_sl1000_mr3_nv10_4,1,0.083,0.154,1,0.083,0.154,1,0.167,0.286
SIR01_sl1000_mr3_nv10_5,1,0.143,0.25,1,0.071,0.133,0.833,0.179,0.294
SIR01_sl1000_mr3_nv10_6,0.889,0.148,0.254,1,0.093,0.169,0.909,0.185,0.308
SIR01_sl1000_mr3_nv10_7,1,0.13,0.231,1,0.13,0.231,1,0.13,0.231
SIR01_sl1000_mr3_nv10_8,1,0.1,0.182,1,0.1,0.182,1,0.1,0.182
SIR01_sl1000_mr3_nv10_9,1,0.207,0.343,1,0.103,0.188,1,0.276,0.432
SIR01_sl250_mr15_nv10_1,0,0,0,0,0,0,1,0.059,0.111
SIR01_sl250_mr15_nv10_10,1,0.018,0.035,0,0,0,1,0.018,0.035
SIR01_sl250_mr15_nv10_11,1,0.042,0.08,0,0,0,1,0.042,0.08
SIR01_sl250_mr15_nv10_12,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_13,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_14,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_15,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_16,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_17,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_18,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_19,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_2,1,0.111,0.2,1,0.111,0.2,1,0.111,0.2
SIR01_sl250_mr15_nv10_20,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_3,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_4,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_5,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_6,1,0.023,0.045,1,0.023,0.045,1,0.023,0.045
SIR01_sl250_mr15_nv10_7,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_8,0,0,0,0,0,0,0,0,0
SIR01_sl250_mr15_nv10_9,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_1,0,0,0,1,0.2,0.333,1,0.2,0.333
SIR01_sl500_mr15_nv10_10,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_11,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_12,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_13,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_14,1,0.077,0.143,1,0.154,0.267,1,0.154,0.267
SIR01_sl500_mr15_nv10_15,1,0.033,0.065,1,0.033,0.065,0.667,0.067,0.121
SIR01_sl500_mr15_nv10_16,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_17,1,0.077,0.143,1,0.154,0.267,1,0.154,0.267
SIR01_sl500_mr15_nv10_18,1,0.04,0.077,1,0.04,0.077,1,0.08,0.148
SIR01_sl500_mr15_nv10_19,1,0.111,0.2,1,0.148,0.258,1,0.222,0.364
SIR01_sl500_mr15_nv10_2,1,0.048,0.091,0,0,0,1,0.095,0.174
SIR01_sl500_mr15_nv10_20,0,0,0,1,0.04,0.077,1,0.04,0.077
SIR01_sl500_mr15_nv10_3,1,0.053,0.1,0,0,0,1,0.053,0.1
SIR01_sl500_mr15_nv10_4,1,0.041,0.078,1,0.061,0.115,1,0.082,0.151
SIR01_sl500_mr15_nv10_5,1,0.038,0.074,1,0.058,0.109,1,0.077,0.143
SIR01_sl500_mr15_nv10_6,1,0.034,0.067,1,0.034,0.067,1,0.034,0.067
SIR01_sl500_mr15_nv10_7,0,0,0,0,0,0,0,0,0
SIR01_sl500_mr15_nv10_8,1,0.125,0.222,1,0.125,0.222,1,0.125,0.222
SIR01_sl500_mr15_nv10_9,1,0.088,0.161,1,0.07,0.131,1,0.105,0.19
,0.43334375,0.187470535714286,0.479383035714286,0.432558035714286,0.177120535714286,0.4976125,0.498161607142856,0.270125892857142,0.321298214285714
